old_path,new_url,how
/prajs-list-truby/,https://prom-en.com/catalog/truby/,статика
/kontakty/,https://prom-en.com/contacts/,статика
/prajs-list-detali/,https://prom-en.com/catalog/sdt/,статика
/uslugi/,https://prom-en.com/production/,статика
/trust-us/,https://prom-en.com/proekty/,статика
/rubric-products/otvody-svarnye-sektornye-oss/,https://prom-en.com/catalog/sdt/otvody/,рубрика
/rubric-products/otvody/,https://prom-en.com/catalog/sdt/otvody/,рубрика
/rubric-products/otvody-tu-1469-001-01293553-2016/,https://prom-en.com/catalog/sdt/otvody/,рубрика
/rubric-products/otvody-po-gradusam/,https://prom-en.com/catalog/sdt/otvody/,рубрика
/rubric-products/otvody-shtamposvarnye-okshc/,https://prom-en.com/catalog/sdt/otvody/,рубрика
/rubric-products/otvody-gnutye/,https://prom-en.com/catalog/sdt/otvody/,рубрика
/rubric-products/otvody-krutoizognutye/,https://prom-en.com/catalog/sdt/otvody/,рубрика
/rubric-products/trojniki/,https://prom-en.com/catalog/sdt/troyniki/,рубрика
/rubric-products/trojniki-tu-1469-001-01293553-2016/,https://prom-en.com/catalog/sdt/troyniki/,рубрика
/rubric-products/trojniki-shtamposvarnye/,https://prom-en.com/catalog/sdt/troyniki/,рубрика
/rubric-products/trojniki-svarnye-ts/,https://prom-en.com/catalog/sdt/troyniki/,рубрика
/rubric-products/trojniki-shtampovannye-tsh/,https://prom-en.com/catalog/sdt/troyniki/,рубрика
/rubric-products/perexody/,https://prom-en.com/catalog/sdt/perekhody/,рубрика
/rubric-products/perexody-tu-1469-001-01293553-2016/,https://prom-en.com/catalog/sdt/perekhody/,рубрика
/rubric-products/perexody-koncentricheskie/,https://prom-en.com/catalog/sdt/perekhody/,рубрика
/rubric-products/perexody-ekscentricheskie/,https://prom-en.com/catalog/sdt/perekhody/,рубрика
/rubric-products/dnishha/,https://prom-en.com/catalog/sdt/dnishcha/,рубрика
/rubric-products/dnishha-tu-1469-001-01293553-2016/,https://prom-en.com/catalog/sdt/dnishcha/,рубрика
/rubric-products/dnishha-ellipticheskie-otbortovannye-gost-6533-78/,https://prom-en.com/catalog/sdt/dnishcha/,рубрика
/rubric-products/zaglushki/,https://prom-en.com/catalog/sdt/zaglushki/,рубрика
/rubric-products/zaglushki-tu-1469-001-01293553-2016/,https://prom-en.com/catalog/sdt/zaglushki/,рубрика
/rubric-products/zaglushki-ellipticheskie-gost-17379-2001/,https://prom-en.com/catalog/sdt/zaglushki/,рубрика
/rubric-products/zaglushki-ellipticheskie-ost-36-25-77/,https://prom-en.com/catalog/sdt/zaglushki/,рубрика
/rubric-products/zaglushki-flancevye-atk-24-200-02-90/,https://prom-en.com/catalog/sdt/zaglushki/,рубрика
/rubric-products/zaglushki-povorotnye-atk-26-18-5-93/,https://prom-en.com/catalog/sdt/zaglushki/,рубрика
/rubric-products/flancy/,https://prom-en.com/catalog/flancy/,рубрика
/rubric-products/flancy-tu-1469-001-01293553-2016/,https://prom-en.com/catalog/flancy/,рубрика
/rubric-products/flancy-gost-33259-2015/,https://prom-en.com/catalog/flancy/,рубрика
/rubric-products/flancy-ploskie-gost-12820-80/,https://prom-en.com/catalog/flancy/,рубрика
/rubric-products/flancy-vorotnikovye-gost-12821-80/,https://prom-en.com/catalog/flancy/,рубрика
/rubric-products/truby/,https://prom-en.com/catalog/truby/,рубрика
/rubric-products/truby-besshovnye/,https://prom-en.com/catalog/truby/,рубрика
/rubric-products/truby-korrozionno-i-xladostojkie/,https://prom-en.com/catalog/truby/,рубрика
/rubric-products/truby-elektrosvarnye/,https://prom-en.com/catalog/truby/,рубрика
/rubric-products/truby-pryamoshovnye/,https://prom-en.com/catalog/truby/,рубрика
/rubric-products/truby-nerzhaveyushhie/,https://prom-en.com/catalog/truby/,рубрика
/rubric-products/truby-kotelnye/,https://prom-en.com/catalog/truby/,рубрика
/rubric-products/truby-gazliftnye/,https://prom-en.com/catalog/truby/,рубрика
/rubric-products/truby-vodogazoprovodnye/,https://prom-en.com/catalog/truby/,рубрика
/rubric-products/zapornaya-armatura/,https://prom-en.com/catalog/armatura/,рубрика
/rubric-products/ventili-zapornye/,https://prom-en.com/catalog/armatura/armatura-klapany/,рубрика
/rubric-products/elektroprivody/,https://prom-en.com/catalog/armatura/,рубрика
/rubric-products/zatvory-diskovye/,https://prom-en.com/catalog/armatura/,рубрика
/rubric-products/zadvizhki-stalnye-flancevye/,https://prom-en.com/catalog/armatura/armatura-zadvizhki/,рубрика
/rubric-products/sharovye-krany/,https://prom-en.com/catalog/armatura/armatura-krany/,рубрика
/rubric-products/stalnaya-truba-v-izolyacii/,https://prom-en.com/catalog/izolyatsiya/,рубрика
/rubric-products/truby-sep/,https://prom-en.com/catalog/truby/,рубрика
/rubric-products/truby-ep/,https://prom-en.com/catalog/truby/,рубрика
/rubric-products/truby-cpp/,https://prom-en.com/catalog/truby/,рубрика
/rubric-products/truba-vus-gost-51164-98/,https://prom-en.com/catalog/truby/,рубрика
/rubric-products/truby-vus-gost-9-602-2016/,https://prom-en.com/catalog/truby/,рубрика
/rubric-products/truba-vus/,https://prom-en.com/catalog/truby/,рубрика
/rubric-products/truby-v-ppu-gost-30732-2006/,https://prom-en.com/catalog/truby/,рубрика
/rubric-products/truby-v-ppu-tu-24-20-10-003-01293553-2020/,https://prom-en.com/catalog/truby/,рубрика
/rubric-products/truba-ppu/,https://prom-en.com/catalog/truby/,рубрика
/rubric-products/detali-truboprovoda-v-izolyacii/,https://prom-en.com/catalog/izolyatsiya/,рубрика
/rubric-products/cpp-izolyaciya/,https://prom-en.com/catalog/izolyatsiya/,рубрика
/rubric-products/sep-izolyaciya/,https://prom-en.com/catalog/izolyatsiya/,рубрика
/rubric-products/ep-izolyaciya/,https://prom-en.com/catalog/izolyatsiya/,рубрика
/rubric-products/vus/,https://prom-en.com/catalog/izolyatsiya/,рубрика
/rubric-products/ppu/,https://prom-en.com/catalog/izolyatsiya/,рубрика
/rubric-products/opory-truboprovoda/,https://prom-en.com/catalog/opory/,рубрика
/rubric-products/opory-xomutovye-seriya-313-ts/,https://prom-en.com/catalog/opory/,рубрика
/rubric-products/opory-serii-5-903-13/,https://prom-en.com/catalog/opory/,рубрика
/rubric-products/opory-a14b-serii-5-900-7/,https://prom-en.com/catalog/opory/,рубрика
/rubric-products/opora-katkovaya-napravlyayushhaya/,https://prom-en.com/catalog/opory/,рубрика
/rubric-products/opory-serii-4-903-10/,https://prom-en.com/catalog/opory/,рубрика
/rubric-products/opory-podvizhnye-gost-14911-82-ost-36-94-83/,https://prom-en.com/catalog/opory/,рубрика
/rubric-products/opory-ost-36-146-88/,https://prom-en.com/catalog/opory/,рубрика
/uslugi/izolyaciya-trub-i-detalej-truboprovodov-rulonnymi-materialami/,https://prom-en.com/production/,статика
/uslugi/antikorrozionnoe-pokrytie-trub-i-detalej-truboprovodov/,https://prom-en.com/production/,статика
/uslugi/vnutrennee-i-vneshnee-epoksidnoe-pokrytie-trub-i-detalej-truboprovodov/,https://prom-en.com/production/,статика
/uslugi/peskostrujnaya-i-drobestrujnaya-ochistka-trub-i-detalej-truboprovodov/,https://prom-en.com/production/,статика
/rubric-products/otvody-svarnye-sektornye-sekcionnye-ost-36-21-77/,https://prom-en.com/catalog/sdt/otvody/,рубрика
/rubric-products/otvody-svarnye-sektornye-sekcionnye-ost-34-10-752-97/,https://prom-en.com/catalog/sdt/otvody/,рубрика
/rubric-products/otvody-30-gradusov/,https://prom-en.com/catalog/sdt/otvody/,рубрика
/rubric-products/otvody-45-gradusov/,https://prom-en.com/catalog/sdt/otvody/,рубрика
/rubric-products/otvody-60-gradusov/,https://prom-en.com/catalog/sdt/otvody/,рубрика
/rubric-products/otvody-90-gradusov/,https://prom-en.com/catalog/sdt/otvody/,рубрика
/rubric-products/otvody-180-gradusov/,https://prom-en.com/catalog/sdt/otvody/,рубрика
/rubric-products/otvody-shtamposvarnye-ost-36-20-77-okshs/,https://prom-en.com/catalog/sdt/otvody/,рубрика
/rubric-products/otvody-gnutye-og-ost-36-42-81/,https://prom-en.com/catalog/sdt/otvody/,рубрика
/rubric-products/otvody-gnutye-og-gost-22793-83/,https://prom-en.com/catalog/sdt/otvody/,рубрика
/rubric-products/otvody-gnutye-og-gost-24950-81/,https://prom-en.com/catalog/sdt/otvody/,рубрика
/rubric-products/otvody-krutoizognutye-gost-17375-2001/,https://prom-en.com/catalog/sdt/otvody/,рубрика
/rubric-products/otvody-krutoizognutye-gost-30753-2001/,https://prom-en.com/catalog/sdt/otvody/,рубрика
/rubric-products/otvody-krutoizognutye-ost-34-10-699-97/,https://prom-en.com/catalog/sdt/otvody/,рубрика
/rubric-products/trojniki-shtamposvarnye-ost-36-23-77/,https://prom-en.com/catalog/sdt/troyniki/,рубрика
/rubric-products/trojniki-svarnye-ts-ost-34-10-762-97/,https://prom-en.com/catalog/sdt/troyniki/,рубрика
/rubric-products/trojniki-svarnye-ts-ost-34-10-763-97/,https://prom-en.com/catalog/sdt/troyniki/,рубрика
/rubric-products/trojniki-svarnye-ts-ost-34-10-764-97/,https://prom-en.com/catalog/sdt/troyniki/,рубрика
/rubric-products/trojniki-svarnye-ost-36-24-77/,https://prom-en.com/catalog/sdt/troyniki/,рубрика
/rubric-products/trojniki-shtampovannye-gost-17376-2001/,https://prom-en.com/catalog/sdt/troyniki/,рубрика
/rubric-products/perexody-shtampovannye-koncentricheskie-gost-17378-2001/,https://prom-en.com/catalog/sdt/perekhody/,рубрика
/rubric-products/perexody-shtampovannye-koncentricheskie-ost-34-10-700-97/,https://prom-en.com/catalog/sdt/perekhody/,рубрика
/rubric-products/perexody-koncentricheskie-svarnye-ost-34-10-753-97/,https://prom-en.com/catalog/sdt/perekhody/,рубрика
/rubric-products/perexody-koncentricheskie-svarnye-ost-36-22-77/,https://prom-en.com/catalog/sdt/perekhody/,рубрика
/rubric-products/perexody-ekscentricheskie-shtampovannye-ost-34-10-700-97/,https://prom-en.com/catalog/sdt/perekhody/,рубрика
/rubric-products/perexody-shtampovannye-ekscentricheskie-gost-17378-2001/,https://prom-en.com/catalog/sdt/perekhody/,рубрика
/rubric-products/perexody-ekscentricheskie-svarnye-ost-34-10-753-97/,https://prom-en.com/catalog/sdt/perekhody/,рубрика
/rubric-products/perexody-ekscentricheskie-svarnye-ost-36-22-77/,https://prom-en.com/catalog/sdt/perekhody/,рубрика
