128429	troynik-perehodnoy-32h2-25h2-isp-05-st-20-ost-34-42-674-1984	снят Ду, выданный за второй конец	Тройник переходной 32×2 исп. 05 ст.20 ОСТ 34-42-674-1984
136428	perehod-10-6-14-2-0-10-2-0-ost-24-125-08-1989	снят Ду, выданный за второй конец	Переход 14×2 ОСТ 24.125.08-1989
137021	troynik-45h2-5-40h2-5-gost-17376-2001	снят Ду, выданный за второй конец	Тройник 45×2.5 ГОСТ 17376-2001
137030	troynik-45h4-40h4-gost-17376-2001	снят Ду, выданный за второй конец	Тройник 45×4 ГОСТ 17376-2001
137039	troynik-45h5-40h5-gost-17376-2001	снят Ду, выданный за второй конец	Тройник 45×5 ГОСТ 17376-2001
138520	troynik-159h5-150h5-ost-34-10-764-1997	снят Ду, выданный за второй конец	Тройник 159×5 ОСТ 34.10.764-1997
138571	troynik-426h10-400h10-ost-34-10-764-1997	снят Ду, выданный за второй конец	Тройник 426×10 ОСТ 34.10.764-1997
138604	troynik-630h8-600h8-ost-34-10-764-1997	снят Ду, выданный за второй конец	Тройник 630×8 ОСТ 34.10.764-1997
138631	troynik-630h12-600h12-ost-34-10-764-1997	снят Ду, выданный за второй конец	Тройник 630×12 ОСТ 34.10.764-1997
138652	troynik-720h9-700h9-ost-34-10-764-1997	снят Ду, выданный за второй конец	Тройник 720×9 ОСТ 34.10.764-1997
138673	troynik-820h9-800h9-ost-34-10-764-1997	снят Ду, выданный за второй конец	Тройник 820×9 ОСТ 34.10.764-1997
138709	troynik-1020h14-1000h14-ost-34-10-764-1997	снят Ду, выданный за второй конец	Тройник 1020×14 ОСТ 34.10.764-1997
138760	troynik-1220h14-1200h14-ost-34-10-764-1997	снят Ду, выданный за второй конец	Тройник 1220×14 ОСТ 34.10.764-1997
138919	troynik-1220h14-1200h14-ost-34-10-765-1997	снят Ду, выданный за второй конец	Тройник 1220×14 ОСТ 34.10.765-1997
138928	troynik-377h6-350h6-ost-34-10-510-1990	снят Ду, выданный за второй конец	Тройник 377×6 ОСТ 34.10.510-1990
138937	troynik-530h8-500h8-ost-34-10-510-1990	снят Ду, выданный за второй конец	Тройник 530×8 ОСТ 34.10.510-1990
138946	troynik-630h12-600h12-ost-34-10-510-1990	снят Ду, выданный за второй конец	Тройник 630×12 ОСТ 34.10.510-1990
138964	troynik-89h5-80h5-ost-34-10-510-1990	снят Ду, выданный за второй конец	Тройник 89×5 ОСТ 34.10.510-1990
139000	troynik-630h8-600h8-ost-34-10-510-1990	снят Ду, выданный за второй конец	Тройник 630×8 ОСТ 34.10.510-1990
139213	troynik-920h9-900h9-dy900-seriya-4-903-2010	снят Ду, выданный за второй конец	Тройник 920×9 Dy900 СЕРИЯ 4.903-2010
139258	troynik-76h3-65h3-dy65-seriya-4-903-2010	снят Ду, выданный за второй конец	Тройник 76×3 Dy65 СЕРИЯ 4.903-2010
139612	troynik-89h5-80h5-ost-24-125-17-1989-2	снят Ду, выданный за второй конец	Тройник 89×5 ОСТ 24.125.17-1989
139628	troynik-108h5-100h5-ost-24-125-17-1989-2	снят Ду, выданный за второй конец	Тройник 108×5 ОСТ 24.125.17-1989
139644	troynik-133h6-125h6-ost-24-125-17-1989-2	снят Ду, выданный за второй конец	Тройник 133×6 ОСТ 24.125.17-1989
139676	troynik-273h11-250h11-ost-24-125-17-1989-2	снят Ду, выданный за второй конец	Тройник 273×11 ОСТ 24.125.17-1989
139692	troynik-325h12-300h12-ost-24-125-17-1989-2	снят Ду, выданный за второй конец	Тройник 325×12 ОСТ 24.125.17-1989
139708	troynik-108h7-100h7-ost-24-125-17-1989-2	снят Ду, выданный за второй конец	Тройник 108×7 ОСТ 24.125.17-1989
139724	troynik-133h8-125h8-ost-24-125-17-1989-2	снят Ду, выданный за второй конец	Тройник 133×8 ОСТ 24.125.17-1989
139740	troynik-159h9-150h9-ost-24-125-17-1989-2	снят Ду, выданный за второй конец	Тройник 159×9 ОСТ 24.125.17-1989
139756	troynik-219h12-200h12-ost-24-125-17-1989-2	снят Ду, выданный за второй конец	Тройник 219×12 ОСТ 24.125.17-1989
139772	troynik-325h16-300h16-ost-24-125-17-1989-2	снят Ду, выданный за второй конец	Тройник 325×16 ОСТ 24.125.17-1989
139788	troynik-159h6-5-150h6-5-ost-24-125-17-1989-2	снят Ду, выданный за второй конец	Тройник 159×6.5 ОСТ 24.125.17-1989
139820	troynik-273h20-250h20-ost-24-125-17-1989-2	снят Ду, выданный за второй конец	Тройник 273×20 ОСТ 24.125.17-1989
139852	troynik-133h11-125h11-ost-24-125-18-1989-2	снят Ду, выданный за второй конец	Тройник 133×11 ОСТ 24.125.18-1989
139868	troynik-325h16-300h16-ost-24-125-18-1989-2	снят Ду, выданный за второй конец	Тройник 325×16 ОСТ 24.125.18-1989
139884	troynik-159h9-150h9-ost-24-125-18-1989-2	снят Ду, выданный за второй конец	Тройник 159×9 ОСТ 24.125.18-1989
139900	troynik-219h12-200h12-ost-24-125-18-1989-2	снят Ду, выданный за второй конец	Тройник 219×12 ОСТ 24.125.18-1989
139916	troynik-325h12-300h12-ost-24-125-18-1989-2	снят Ду, выданный за второй конец	Тройник 325×12 ОСТ 24.125.18-1989
139932	troynik-273h11-250h11-ost-24-125-18-1989-2	снят Ду, выданный за второй конец	Тройник 273×11 ОСТ 24.125.18-1989
140667	troynik-57h3-50h3-08h18n10t-sto-95-127-2013	снят Ду, выданный за второй конец	Тройник 57×3 08Х18Н10Т СТО 95.127-2013
140923	troynik-89h3-80h3-08h18n10t-sto-95-127-2013	снят Ду, выданный за второй конец	Тройник 89×3 08Х18Н10Т СТО 95.127-2013
142858	troynik-133h6-125h6-08h18n10t-sto-79814898-125-2009	снят Ду, выданный за второй конец	Тройник 133×6 08Х18Н10Т СТО 79814898.125-2009
